post_id,date,period,channel,channel_type,content_type,is_paid,spend_usd,impressions,video_views,likes,shares,comments,clicks,landing_page
P0000454,2025-11-24,campaign,TikTok,social,behind_scenes,1,1994.48,458005,151638,14449,4266,1168,6434,/landing/documentary
P0000455,2025-11-24,campaign,TikTok,social,doc_trailer,0,0.0,388140,224355,31197,4862,1809,5363,/landing/free-trial
P0000456,2025-11-24,campaign,TikTok,social,doc_trailer,1,2064.84,1104581,589624,61893,13836,5509,27445,/landing/free-trial
P0000457,2025-11-24,campaign,Instagram,social,behind_scenes,0,0.0,39368,13230,550,93,59,469,/landing/free-trial
P0000458,2025-11-24,campaign,Instagram,social,behind_scenes,1,1288.34,188120,77355,5698,640,241,1560,/landing/free-trial
P0000459,2025-11-24,campaign,Instagram,social,behind_scenes,0,0.0,103272,29106,3960,0,65,1251,/landing/documentary
P0000460,2025-11-24,campaign,Instagram,social,doc_trailer,0,0.0,174058,70881,6860,568,327,3251,/landing/free-trial
P0000461,2025-11-24,campaign,Instagram,social,doc_trailer,1,1252.68,309308,139103,8783,1743,562,4343,/landing/partner-gyms
P0000462,2025-11-24,campaign,YouTube,video,behind_scenes,0,0.0,164929,124631,3275,643,139,2049,/landing/free-trial
P0000463,2025-11-24,campaign,YouTube,video,doc_trailer,0,0.0,447010,301689,12001,1157,1154,4357,/landing/rewards
P0000464,2025-11-24,campaign,X,social,doc_trailer,0,0.0,105500,3308,1811,463,146,592,/landing/free-trial
P0000465,2025-11-24,campaign,X,social,behind_scenes,0,0.0,33189,2162,232,56,18,177,/landing/free-trial
P0000466,2025-11-24,campaign,X,social,behind_scenes,0,0.0,53437,2225,631,47,34,708,/landing/rewards
P0000467,2025-11-24,campaign,X,social,behind_scenes,0,0.0,75731,5954,1276,118,94,516,/landing/free-trial
P0000468,2025-11-24,campaign,X,social,stunt_clip,1,1074.14,197024,15823,5305,945,383,2032,/landing/rewards
P0000469,2025-11-24,campaign,X,social,behind_scenes,0,0.0,26038,2579,119,48,21,119,/landing/rewards
P0000470,2025-11-24,campaign,Website,owned,doc_trailer,0,0.0,45386,2269,0,0,0,1994,/landing/free-trial
P0000471,2025-11-25,campaign,TikTok,social,doc_trailer,0,0.0,429120,202562,26278,4562,1311,4612,/landing/free-trial
P0000472,2025-11-25,campaign,TikTok,social,doc_trailer,0,0.0,589970,242079,43281,4330,1411,6509,/landing/rewards
P0000473,2025-11-25,campaign,TikTok,social,behind_scenes,0,0.0,209219,84107,9921,1694,1148,2008,/landing/rewards
P0000474,2025-11-25,campaign,TikTok,social,behind_scenes,1,1488.4,540067,241273,38110,3540,1258,8481,/landing/partner-gyms
P0000475,2025-11-25,campaign,TikTok,social,stunt_clip,0,0.0,664576,324573,44555,6806,2479,10437,/landing/rewards
P0000476,2025-11-25,campaign,TikTok,social,doc_trailer,0,0.0,618735,289287,29382,9726,3657,7051,/landing/partner-gyms
P0000477,2025-11-25,campaign,Instagram,social,stunt_clip,1,1695.54,403037,106167,20972,2358,1318,4164,/landing/documentary
P0000478,2025-11-25,campaign,Instagram,social,behind_scenes,1,1333.99,230959,90544,7519,300,723,4138,/landing/rewards
P0000479,2025-11-25,campaign,X,social,behind_scenes,0,0.0,38680,3149,460,50,19,213,/landing/free-trial
P0000480,2025-11-25,campaign,TV_Trailer,offline_media,doc_trailer,1,4175.22,697630,207853,0,0,0,2747,/landing/partner-gyms
P0000481,2025-11-25,campaign,Website,owned,behind_scenes,0,0.0,9706,959,0,0,0,752,/landing/rewards
P0000482,2025-11-26,campaign,TikTok,social,stunt_clip,0,0.0,497344,267449,42297,7568,3106,3593,/landing/documentary
P0000483,2025-11-26,campaign,TikTok,social,stunt_clip,0,0.0,840381,455104,79724,12069,4741,10448,/landing/documentary
P0000484,2025-11-26,campaign,TikTok,social,behind_scenes,1,1882.54,228947,96719,10844,1438,1259,4182,/landing/documentary
P0000485,2025-11-26,campaign,Instagram,social,stunt_clip,1,1897.53,448346,199492,20377,1968,1013,6245,/landing/free-trial
P0000486,2025-11-26,campaign,Instagram,social,behind_scenes,0,0.0,106537,43791,2192,413,230,1272,/landing/documentary
P0000487,2025-11-26,campaign,Instagram,social,behind_scenes,0,0.0,156238,45967,5175,473,276,2486,/landing/partner-gyms
P0000488,2025-11-26,campaign,YouTube,video,doc_trailer,1,1545.02,324007,172486,6998,1015,191,5077,/landing/rewards
P0000489,2025-11-26,campaign,YouTube,video,stunt_clip,1,2391.8,506764,369917,16718,3421,1632,4861,/landing/free-trial
P0000490,2025-11-26,campaign,X,social,stunt_clip,1,990.74,185262,11675,2922,636,291,2358,/landing/rewards
P0000491,2025-11-26,campaign,TV_Trailer,offline_media,doc_trailer,0,0.0,456103,132324,0,0,0,1463,/landing/free-trial
P0000492,2025-11-26,campaign,Website,owned,behind_scenes,0,0.0,24840,496,0,0,0,1304,/landing/partner-gyms
P0000493,2025-11-27,campaign,TikTok,social,doc_trailer,0,0.0,612931,284539,32973,10251,1672,9915,/landing/free-trial
P0000494,2025-11-27,campaign,TikTok,social,doc_trailer,1,1516.37,446259,199652,38001,3678,1642,4612,/landing/documentary
P0000495,2025-11-27,campaign,Instagram,social,behind_scenes,1,1539.08,194405,62711,7811,935,395,3545,/landing/free-trial
P0000496,2025-11-27,campaign,Instagram,social,doc_trailer,1,1467.46,229501,72155,9988,1721,354,5842,/landing/rewards
P0000497,2025-11-27,campaign,Instagram,social,doc_trailer,1,1607.33,418956,162167,10737,2633,1016,7760,/landing/documentary
P0000498,2025-11-27,campaign,Instagram,social,doc_trailer,0,0.0,109529,42450,3497,408,247,887,/landing/rewards
P0000499,2025-11-27,campaign,Instagram,social,doc_trailer,0,0.0,100899,33815,5079,197,125,1400,/landing/free-trial
P0000500,2025-11-27,campaign,YouTube,video,behind_scenes,0,0.0,193246,116615,3513,433,248,1282,/landing/rewards
P0000501,2025-11-27,campaign,X,social,behind_scenes,1,846.49,72492,3973,940,98,89,544,/landing/documentary
P0000502,2025-11-27,campaign,X,social,doc_trailer,1,868.48,164333,8467,3195,273,70,1008,/landing/rewards
P0000503,2025-11-27,campaign,X,social,doc_trailer,1,890.18,101703,2739,905,189,91,975,/landing/partner-gyms
P0000504,2025-11-27,campaign,X,social,doc_trailer,0,0.0,136213,3829,2489,417,131,1127,/landing/free-trial
P0000505,2025-11-27,campaign,X,social,doc_trailer,0,0.0,82939,2342,1090,233,32,628,/landing/free-trial
P0000506,2025-11-27,campaign,X,social,behind_scenes,1,739.58,52845,4189,469,217,23,427,/landing/free-trial
P0000507,2025-11-27,campaign,X,social,doc_trailer,1,703.07,155945,7743,4054,192,163,1379,/landing/documentary
P0000508,2025-11-27,campaign,TV_Trailer,offline_media,behind_scenes,1,3547.78,578968,179365,0,0,0,3340,/landing/documentary
P0000509,2025-11-27,campaign,TV_Trailer,offline_media,doc_trailer,0,0.0,474680,141798,0,0,0,1480,/landing/free-trial
P0000510,2025-11-27,campaign,TV_Trailer,offline_media,doc_trailer,1,4477.62,625390,185160,0,0,0,2895,/landing/free-trial
P0000511,2025-11-28,campaign,TikTok,social,stunt_clip,1,2654.62,845593,413281,87943,6773,5400,10448,/landing/free-trial
P0000512,2025-11-28,campaign,TikTok,social,behind_scenes,0,0.0,382151,209484,16203,3239,1264,5028,/landing/partner-gyms
P0000513,2025-11-28,campaign,TikTok,social,behind_scenes,1,2077.42,397050,236645,8904,3164,330,4916,/landing/rewards
P0000514,2025-11-28,campaign,TikTok,social,doc_trailer,1,1958.47,541111,263112,36578,5936,2308,8658,/landing/free-trial
P0000515,2025-11-28,campaign,Instagram,social,doc_trailer,1,1502.19,165213,45828,6639,768,359,3882,/landing/free-trial
P0000516,2025-11-28,campaign,Instagram,social,behind_scenes,0,0.0,130295,34688,5230,262,241,3138,/landing/rewards
P0000517,2025-11-28,campaign,Instagram,social,behind_scenes,1,1359.84,236095,88359,1368,775,0,4833,/landing/free-trial
P0000518,2025-11-28,campaign,Instagram,social,doc_trailer,0,0.0,222737,86164,12492,732,637,5377,/landing/partner-gyms
P0000519,2025-11-28,campaign,X,social,stunt_clip,1,1332.41,223392,9930,4166,896,224,1980,/landing/free-trial
P0000520,2025-11-28,campaign,X,social,doc_trailer,0,0.0,58835,2171,1248,241,83,257,/landing/partner-gyms
P0000521,2025-11-28,campaign,X,social,stunt_clip,0,0.0,140130,6944,3455,640,82,953,/landing/rewards
P0000522,2025-11-28,campaign,X,social,doc_trailer,0,0.0,120893,8090,1386,170,133,384,/landing/free-trial
P0000523,2025-11-29,campaign,TikTok,social,doc_trailer,0,0.0,393029,187396,19842,4618,1958,3298,/landing/rewards
P0000524,2025-11-29,campaign,TikTok,social,doc_trailer,1,1550.02,626493,318093,16604,6122,3485,7460,/landing/rewards
P0000525,2025-11-29,campaign,TikTok,social,stunt_clip,0,0.0,685999,384812,53421,8245,2320,2265,/landing/free-trial
P0000526,2025-11-29,campaign,TikTok,social,stunt_clip,1,2516.64,722108,318293,36370,6235,4199,10247,/landing/rewards
P0000527,2025-11-29,campaign,TikTok,social,behind_scenes,1,1446.45,272400,121618,11217,3487,751,3124,/landing/free-trial
P0000528,2025-11-29,campaign,TikTok,social,doc_trailer,1,1973.59,644617,343792,36425,3154,3452,7190,/landing/documentary
P0000529,2025-11-29,campaign,Instagram,social,behind_scenes,0,0.0,125572,40177,3620,507,256,1967,/landing/partner-gyms
P0000530,2025-11-29,campaign,X,social,doc_trailer,0,0.0,61424,4111,942,160,41,690,/landing/partner-gyms
P0000531,2025-11-29,campaign,TV_Trailer,offline_media,stunt_clip,0,0.0,613135,156724,0,0,0,1473,/landing/rewards
P0000532,2025-11-30,campaign,TikTok,social,behind_scenes,0,0.0,117287,50008,7367,1405,412,1266,/landing/rewards
P0000533,2025-11-30,campaign,TikTok,social,doc_trailer,0,0.0,537503,250090,24037,2713,2040,8059,/landing/free-trial
P0000534,2025-11-30,campaign,TikTok,social,doc_trailer,1,1542.17,715280,359834,43296,5459,3053,10806,/landing/free-trial
P0000535,2025-11-30,campaign,TikTok,social,behind_scenes,0,0.0,171761,78748,10843,1296,467,1988,/landing/documentary
P0000536,2025-11-30,campaign,TikTok,social,behind_scenes,0,0.0,175741,93018,6800,1231,0,2040,/landing/rewards
P0000537,2025-11-30,campaign,Instagram,social,doc_trailer,1,1271.97,177248,66561,5303,702,239,3436,/landing/free-trial
P0000538,2025-11-30,campaign,Instagram,social,doc_trailer,1,1090.64,280320,106179,8827,340,1035,6013,/landing/partner-gyms
P0000539,2025-11-30,campaign,Instagram,social,behind_scenes,1,1476.77,207070,56815,5681,964,472,4498,/landing/free-trial
P0000540,2025-11-30,campaign,YouTube,video,stunt_clip,0,0.0,230949,150151,5781,845,511,1872,/landing/rewards
P0000541,2025-11-30,campaign,X,social,behind_scenes,0,0.0,20680,1410,270,41,0,79,/landing/rewards
P0000542,2025-11-30,campaign,TV_Trailer,offline_media,doc_trailer,0,0.0,525972,117408,0,0,0,1360,/landing/free-trial
P0000543,2025-12-01,campaign,TikTok,social,doc_trailer,1,2046.66,626107,328852,40136,6161,3515,7255,/landing/rewards
P0000544,2025-12-01,campaign,TikTok,social,doc_trailer,0,0.0,383015,178165,15812,5290,2371,6238,/landing/free-trial
P0000545,2025-12-01,campaign,TikTok,social,doc_trailer,0,0.0,233521,127279,8483,2505,1162,5118,/landing/free-trial
P0000546,2025-12-01,campaign,TikTok,social,behind_scenes,0,0.0,230405,117687,4386,2641,601,4938,/landing/rewards
P0000547,2025-12-01,campaign,Instagram,social,behind_scenes,0,0.0,119029,18739,2684,463,235,2203,/landing/documentary
P0000548,2025-12-01,campaign,X,social,behind_scenes,0,0.0,57281,4071,715,204,33,546,/landing/free-trial
P0000549,2025-12-01,campaign,X,social,behind_scenes,1,586.53,76064,4696,1299,159,7,867,/landing/free-trial
P0000550,2025-12-02,campaign,TikTok,social,stunt_clip,0,0.0,411826,192211,38629,8611,2483,4861,/landing/free-trial
P0000551,2025-12-02,campaign,TikTok,social,behind_scenes,0,0.0,295848,125353,18818,1530,16,2336,/landing/partner-gyms
P0000552,2025-12-02,campaign,TikTok,social,doc_trailer,1,1602.4,454017,270892,14752,4502,1090,8465,/landing/free-trial
P0000553,2025-12-02,campaign,Instagram,social,stunt_clip,0,0.0,264663,104716,18714,1526,903,4388,/landing/free-trial
P0000554,2025-12-02,campaign,Instagram,social,doc_trailer,0,0.0,182682,67371,5007,839,597,3210,/landing/documentary
P0000555,2025-12-02,campaign,Instagram,social,behind_scenes,0,0.0,118645,21075,5594,400,215,2128,/landing/rewards
P0000556,2025-12-02,campaign,X,social,behind_scenes,0,0.0,59251,2779,884,238,51,443,/landing/partner-gyms
P0000557,2025-12-02,campaign,X,social,behind_scenes,1,892.01,84889,7766,1652,149,63,1062,/landing/free-trial
P0000558,2025-12-02,campaign,X,social,doc_trailer,1,657.97,84082,2856,725,234,0,741,/landing/partner-gyms
P0000559,2025-12-02,campaign,Website,owned,doc_trailer,0,0.0,44068,1605,0,0,0,4281,/landing/free-trial
P0000560,2025-12-03,campaign,TikTok,social,doc_trailer,0,0.0,197435,81315,10399,1671,73,2339,/landing/free-trial
P0000561,2025-12-03,campaign,TikTok,social,doc_trailer,1,2376.59,661458,350192,47136,9358,2981,7585,/landing/free-trial
P0000562,2025-12-03,campaign,TikTok,social,stunt_clip,1,2597.52,680757,299573,58650,9365,2108,7546,/landing/rewards
P0000563,2025-12-03,campaign,TikTok,social,doc_trailer,0,0.0,252071,110506,9758,2961,1283,4359,/landing/documentary
P0000564,2025-12-03,campaign,TikTok,social,doc_trailer,0,0.0,220322,98983,6674,1760,674,4737,/landing/partner-gyms
P0000565,2025-12-03,campaign,Instagram,social,stunt_clip,1,2279.45,404309,139851,12930,3145,1161,4481,/landing/rewards
P0000566,2025-12-03,campaign,YouTube,video,doc_trailer,0,0.0,163219,100941,4200,175,358,725,/landing/rewards
P0000567,2025-12-03,campaign,X,social,doc_trailer,0,0.0,49199,2570,730,57,79,663,/landing/partner-gyms
P0000568,2025-12-03,campaign,TV_Trailer,offline_media,behind_scenes,0,0.0,454866,168778,0,0,0,1624,/landing/free-trial
P0000569,2025-12-03,campaign,Website,owned,doc_trailer,0,0.0,115885,5225,0,0,0,6832,/landing/partner-gyms
P0000570,2025-12-04,campaign,TikTok,social,behind_scenes,0,0.0,229052,111588,7949,1982,295,2652,/landing/free-trial
P0000571,2025-12-04,campaign,TikTok,social,doc_trailer,0,0.0,429129,228958,26889,3624,441,5063,/landing/documentary
P0000572,2025-12-04,campaign,TikTok,social,doc_trailer,1,2203.1,449561,231337,17805,5993,1778,3871,/landing/partner-gyms
P0000573,2025-12-04,campaign,TikTok,social,behind_scenes,1,1950.04,196968,104274,5331,1474,1310,2677,/landing/partner-gyms
P0000574,2025-12-04,campaign,TikTok,social,behind_scenes,1,1646.64,280578,129091,10628,1244,174,3065,/landing/partner-gyms
P0000575,2025-12-04,campaign,Instagram,social,behind_scenes,0,0.0,57402,24051,2514,186,129,889,/landing/rewards
P0000576,2025-12-04,campaign,Instagram,social,behind_scenes,1,1685.26,180325,59964,3385,103,469,3207,/landing/free-trial
P0000577,2025-12-04,campaign,X,social,doc_trailer,1,761.47,86887,4449,2004,277,88,1108,/landing/rewards
P0000578,2025-12-04,campaign,X,social,doc_trailer,0,0.0,47595,1921,1028,92,48,416,/landing/free-trial
P0000579,2025-12-04,campaign,TV_Trailer,offline_media,doc_trailer,1,4667.5,351918,70714,0,0,0,1643,/landing/free-trial
P0000580,2025-12-04,campaign,TV_Trailer,offline_media,doc_trailer,1,4196.64,1200058,328403,0,0,0,2286,/landing/rewards
P0000581,2025-12-04,campaign,Website,owned,behind_scenes,0,0.0,56911,1308,0,0,0,1669,/landing/free-trial
P0000582,2025-12-05,campaign,TikTok,social,doc_trailer,1,1517.09,744836,389485,35934,6101,3606,11405,/landing/free-trial
P0000583,2025-12-05,campaign,TikTok,social,doc_trailer,0,0.0,375692,190920,26480,2651,1686,5171,/landing/documentary
P0000584,2025-12-05,campaign,TikTok,social,doc_trailer,1,1788.19,547865,290158,28144,6856,796,8699,/landing/free-trial
P0000585,2025-12-05,campaign,TikTok,social,behind_scenes,1,1904.49,311133,152028,12806,4027,1491,3155,/landing/documentary
P0000586,2025-12-05,campaign,Instagram,social,doc_trailer,1,1398.28,408074,155392,20135,1202,642,8680,/landing/free-trial
P0000587,2025-12-05,campaign,Instagram,social,behind_scenes,1,1403.81,187200,71164,4889,1080,134,3571,/landing/free-trial
P0000588,2025-12-05,campaign,Instagram,social,behind_scenes,0,0.0,66510,20473,1546,127,166,594,/landing/rewards
P0000589,2025-12-05,campaign,Website,owned,behind_scenes,0,0.0,25688,1945,0,0,0,2022,/landing/partner-gyms
P0000590,2025-12-06,campaign,TikTok,social,behind_scenes,1,1895.69,306411,173283,16096,5275,976,4346,/landing/rewards
P0000591,2025-12-06,campaign,TikTok,social,stunt_clip,0,0.0,215041,83560,16043,4301,938,3177,/landing/rewards
P0000592,2025-12-06,campaign,TikTok,social,behind_scenes,0,0.0,191723,81718,8864,3148,591,1683,/landing/partner-gyms
P0000593,2025-12-06,campaign,TikTok,social,doc_trailer,0,0.0,270957,133936,20799,2841,1007,2633,/landing/rewards
P0000594,2025-12-06,campaign,Instagram,social,behind_scenes,0,0.0,106298,36420,3000,406,140,1423,/landing/free-trial
P0000595,2025-12-06,campaign,Instagram,social,doc_trailer,0,0.0,174256,59798,4737,882,194,3119,/landing/free-trial
P0000596,2025-12-06,campaign,Instagram,social,doc_trailer,1,1559.99,243663,103395,13869,967,491,4609,/landing/partner-gyms
P0000597,2025-12-06,campaign,X,social,stunt_clip,0,0.0,89211,5230,1830,312,199,867,/landing/free-trial
P0000598,2025-12-06,campaign,Website,owned,doc_trailer,0,0.0,73038,2135,0,0,0,3032,/landing/documentary
P0000599,2025-12-07,campaign,TikTok,social,partner_offer,0,0.0,304124,145342,13939,1989,345,4699,/landing/free-trial
P0000600,2025-12-07,campaign,TikTok,social,partner_offer,0,0.0,730837,354777,16969,4948,3943,5281,/landing/partner-gyms
P0000601,2025-12-07,campaign,TikTok,social,partner_offer,0,0.0,198328,95781,8909,840,414,4207,/landing/free-trial
P0000602,2025-12-07,campaign,Instagram,social,partner_offer,1,1676.19,302714,94962,10198,690,594,8297,/landing/documentary
P0000603,2025-12-07,campaign,X,social,partner_offer,0,0.0,82884,3024,846,164,123,1679,/landing/free-trial
P0000604,2025-12-07,campaign,TV_Trailer,offline_media,doc_trailer,1,3607.45,735449,288316,0,0,0,3663,/landing/free-trial
P0000605,2025-12-08,campaign,Instagram,social,behind_scenes,1,1226.93,361446,141340,7207,1418,783,4220,/landing/free-trial
P0000606,2025-12-08,campaign,Instagram,social,partner_offer,0,0.0,109060,40457,5325,456,124,2728,/landing/free-trial
P0000607,2025-12-08,campaign,Instagram,social,behind_scenes,0,0.0,64548,27812,2056,195,160,1023,/landing/free-trial
P0000608,2025-12-08,campaign,Instagram,social,doc_trailer,0,0.0,197071,75807,7679,1202,48,1355,/landing/free-trial
P0000609,2025-12-08,campaign,Instagram,social,behind_scenes,0,0.0,120605,50534,7264,587,193,1980,/landing/documentary
P0000610,2025-12-08,campaign,Instagram,social,doc_trailer,1,1410.81,281454,78992,9896,1335,816,7054,/landing/partner-gyms
P0000611,2025-12-08,campaign,Instagram,social,partner_offer,0,0.0,86642,34400,2092,208,93,1358,/landing/free-trial
P0000612,2025-12-08,campaign,YouTube,video,partner_offer,1,2143.73,72229,44816,1841,153,151,779,/landing/free-trial
P0000613,2025-12-08,campaign,X,social,partner_offer,0,0.0,71777,6906,612,148,84,396,/landing/free-trial
P0000614,2025-12-08,campaign,X,social,behind_scenes,1,807.73,71886,4142,636,209,82,830,/landing/partner-gyms
P0000615,2025-12-08,campaign,X,social,doc_trailer,0,0.0,141401,2828,925,217,117,953,/landing/free-trial
P0000616,2025-12-08,campaign,TV_Trailer,offline_media,partner_offer,0,0.0,223315,47063,0,0,0,1793,/landing/free-trial
P0000617,2025-12-09,campaign,TikTok,social,behind_scenes,0,0.0,314041,151858,6656,858,1680,1340,/landing/free-trial
P0000618,2025-12-09,campaign,TikTok,social,behind_scenes,0,0.0,106947,50004,4700,1091,235,1293,/landing/free-trial
P0000619,2025-12-09,campaign,TikTok,social,partner_offer,1,2260.67,425845,211930,24597,3128,1002,7735,/landing/rewards
P0000620,2025-12-09,campaign,TikTok,social,doc_trailer,0,0.0,181829,93135,10243,2027,1057,2271,/landing/free-trial
P0000621,2025-12-09,campaign,TikTok,social,behind_scenes,0,0.0,287989,97403,16096,2764,846,1950,/landing/documentary
P0000622,2025-12-09,campaign,TikTok,social,behind_scenes,1,1644.47,313376,119009,23082,1584,1169,4098,/landing/partner-gyms
P0000623,2025-12-09,campaign,TikTok,social,partner_offer,0,0.0,178538,71950,3694,1073,720,3373,/landing/free-trial
P0000624,2025-12-09,campaign,Instagram,social,behind_scenes,0,0.0,113511,27715,3977,633,266,1297,/landing/rewards
P0000625,2025-12-10,campaign,TikTok,social,behind_scenes,1,2417.71,289502,172875,14857,2920,621,5558,/landing/free-trial
P0000626,2025-12-10,campaign,TikTok,social,partner_offer,0,0.0,193444,86465,7055,473,555,4773,/landing/partner-gyms
P0000627,2025-12-10,campaign,TikTok,social,behind_scenes,1,1967.53,329726,142874,13280,2302,1429,4697,/landing/rewards
P0000628,2025-12-10,campaign,TikTok,social,partner_offer,0,0.0,428729,262759,20414,2034,1208,14189,/landing/free-trial
P0000629,2025-12-10,campaign,Instagram,social,doc_trailer,0,0.0,210775,81462,7253,363,554,2886,/landing/rewards
P0000630,2025-12-10,campaign,Instagram,social,doc_trailer,0,0.0,267692,114897,11387,314,125,3711,/landing/documentary
P0000631,2025-12-10,campaign,Instagram,social,partner_offer,0,0.0,112794,40453,3016,250,381,2952,/landing/free-trial
P0000632,2025-12-10,campaign,Instagram,social,partner_offer,0,0.0,301917,106097,6810,1197,468,7397,/landing/partner-gyms
P0000633,2025-12-10,campaign,YouTube,video,doc_trailer,1,1538.71,230338,155522,6254,421,381,2523,/landing/free-trial
P0000634,2025-12-10,campaign,X,social,partner_offer,0,0.0,62257,1352,782,131,45,415,/landing/free-trial
P0000635,2025-12-11,campaign,TikTok,social,partner_offer,0,0.0,312378,146735,4503,4469,1406,8152,/landing/rewards
P0000636,2025-12-11,campaign,TikTok,social,doc_trailer,1,1937.0,624097,348807,26017,3552,1800,11460,/landing/free-trial
P0000637,2025-12-11,campaign,Instagram,social,partner_offer,0,0.0,159014,51956,6982,569,266,3033,/landing/free-trial
P0000638,2025-12-11,campaign,Instagram,social,doc_trailer,1,1200.35,326700,110726,11592,358,674,6546,/landing/documentary
P0000639,2025-12-11,campaign,X,social,partner_offer,0,0.0,53654,3674,924,124,18,484,/landing/free-trial
P0000640,2025-12-11,campaign,X,social,partner_offer,0,0.0,45077,3673,446,60,0,716,/landing/documentary
P0000641,2025-12-12,campaign,TikTok,social,behind_scenes,1,2170.75,449966,243966,15298,4620,0,6365,/landing/rewards
P0000642,2025-12-12,campaign,TikTok,social,partner_offer,1,2551.49,566057,225870,15365,6176,434,15950,/landing/rewards
P0000643,2025-12-12,campaign,Instagram,social,doc_trailer,0,0.0,99170,29233,5131,493,127,1685,/landing/partner-gyms
P0000644,2025-12-12,campaign,X,social,partner_offer,0,0.0,41684,2032,475,93,36,578,/landing/free-trial
P0000645,2025-12-12,campaign,Website,owned,behind_scenes,0,0.0,34664,2196,0,0,0,921,/landing/rewards
P0000646,2025-12-13,campaign,TikTok,social,partner_offer,1,2972.89,483868,243140,26791,3272,1104,19916,/landing/documentary
P0000647,2025-12-13,campaign,YouTube,video,partner_offer,1,1641.58,132518,68411,1557,15,201,2845,/landing/documentary
P0000648,2025-12-13,campaign,YouTube,video,partner_offer,1,2199.7,144864,95661,4223,847,193,1856,/landing/partner-gyms
P0000649,2025-12-13,campaign,X,social,partner_offer,1,1007.84,100951,2687,786,345,69,2090,/landing/partner-gyms
P0000650,2025-12-13,campaign,TV_Trailer,offline_media,partner_offer,0,0.0,243492,75076,0,0,0,1430,/landing/partner-gyms
P0000651,2025-12-13,campaign,Website,owned,partner_offer,0,0.0,26754,1320,0,0,0,3556,/landing/free-trial
P0000652,2025-12-13,campaign,Website,owned,partner_offer,0,0.0,32388,897,0,0,0,2670,/landing/documentary
P0000653,2025-12-14,campaign,TikTok,social,partner_offer,0,0.0,565304,226628,21619,5541,447,13297,/landing/rewards
P0000654,2025-12-14,campaign,Instagram,social,behind_scenes,1,1686.04,145517,47908,4728,290,284,1807,/landing/rewards
P0000655,2025-12-14,campaign,Instagram,social,partner_offer,0,0.0,153490,59052,5720,0,224,3290,/landing/rewards
P0000656,2025-12-14,campaign,YouTube,video,partner_offer,0,0.0,93951,56228,2494,430,92,706,/landing/free-trial
P0000657,2025-12-14,campaign,YouTube,video,partner_offer,1,1701.75,137094,89052,2747,246,89,3339,/landing/rewards
P0000658,2025-12-14,campaign,YouTube,video,behind_scenes,0,0.0,67282,44376,970,200,117,461,/landing/documentary
P0000659,2025-12-14,campaign,YouTube,video,doc_trailer,0,0.0,79618,50440,2038,503,82,429,/landing/rewards
P0000660,2025-12-14,campaign,X,social,partner_offer,0,0.0,71735,3905,895,110,32,1379,/landing/rewards
P0000661,2025-12-14,campaign,X,social,behind_scenes,0,0.0,57010,3842,548,121,49,570,/landing/free-trial
P0000662,2025-12-14,campaign,X,social,partner_offer,0,0.0,69110,3084,363,130,124,561,/landing/documentary
P0000663,2025-12-14,campaign,TV_Trailer,offline_media,doc_trailer,0,0.0,344903,113084,0,0,0,1664,/landing/partner-gyms
P0000664,2025-12-14,campaign,Website,owned,doc_trailer,0,0.0,53021,4622,0,0,0,3860,/landing/documentary
P0000665,2025-12-15,campaign,TikTok,social,partner_offer,0,0.0,216871,81650,11783,2937,843,2854,/landing/partner-gyms
P0000666,2025-12-15,campaign,TikTok,social,partner_offer,0,0.0,465666,188169,20356,4525,1405,10023,/landing/rewards
P0000667,2025-12-15,campaign,TikTok,social,behind_scenes,0,0.0,153168,61761,11315,208,402,1788,/landing/partner-gyms
P0000668,2025-12-15,campaign,TikTok,social,behind_scenes,0,0.0,158807,87835,7007,1669,713,1989,/landing/documentary
P0000669,2025-12-15,campaign,YouTube,video,partner_offer,0,0.0,74000,45985,1472,98,137,1176,/landing/rewards
P0000670,2025-12-15,campaign,X,social,behind_scenes,0,0.0,49763,2016,725,48,28,476,/landing/partner-gyms
P0000671,2025-12-15,campaign,X,social,partner_offer,0,0.0,20766,1454,100,66,11,279,/landing/partner-gyms
P0000672,2025-12-15,campaign,X,social,partner_offer,0,0.0,36580,946,443,64,32,365,/landing/partner-gyms
P0000673,2025-12-15,campaign,Website,owned,behind_scenes,0,0.0,25831,1681,0,0,0,2480,/landing/free-trial
P0000674,2025-12-16,post_campaign,TikTok,social,partner_offer,0,0.0,436452,188000,20654,2365,2508,11816,/landing/rewards
P0000675,2025-12-16,post_campaign,TikTok,social,partner_offer,1,1018.77,420652,207078,26825,5702,880,11140,/landing/partner-gyms
P0000676,2025-12-16,post_campaign,X,social,partner_offer,1,675.28,40409,1820,377,150,49,584,/landing/rewards
P0000677,2025-12-16,post_campaign,X,social,behind_scenes,0,0.0,37172,2489,491,115,8,180,/landing/partner-gyms
P0000678,2025-12-17,post_campaign,TikTok,social,behind_scenes,0,0.0,117152,58740,2764,792,642,874,/landing/free-trial
P0000679,2025-12-17,post_campaign,TikTok,social,partner_offer,1,1069.5,229870,108863,10835,1739,455,5896,/landing/free-trial
P0000680,2025-12-17,post_campaign,X,social,partner_offer,0,0.0,60934,4165,498,24,71,659,/landing/partner-gyms
P0000681,2025-12-18,post_campaign,TikTok,social,partner_offer,1,1603.86,164288,74735,4159,1452,114,2265,/landing/rewards
